Nome Locale,ID Elemento,Verifica,Stato
Room,1445446,Locale non racchiuso,0
Vano,1445447,Locale non racchiuso,0
CLEAN,1445448,Locale non racchiuso,0
Vano,1445449,Locale non racchiuso,0
WC FAMILY,1445450,Locale non racchiuso,0
WC F,1445451,Locale non racchiuso,0
WC M,1445452,Locale non racchiuso,0
Vano,1445453,Locale non racchiuso,0
WC F,1445454,Locale non racchiuso,0
WC M,1445455,Locale non racchiuso,0
WC,1445456,Locale non racchiuso,0
Vano,1445457,Locale non racchiuso,0
Vano,1445458,Locale non racchiuso,0
Vano,1445459,Locale non racchiuso,0
Vano,1445460,Locale non racchiuso,0
Vano,1445461,Locale non racchiuso,0
Vano,1445462,Locale non racchiuso,0
Vano,1445463,Locale non racchiuso,0
Vano,1445464,Locale non racchiuso,0
Circolazione sala imbarchi,1445465,Locale non racchiuso,0
Vano,1445693,Locale non racchiuso,0
Vano,1445694,Locale non racchiuso,0
Vano,1445695,Locale non racchiuso,0
Vano,1445696,Locale non racchiuso,0
Vano,1445697,Locale non racchiuso,0
Vano,1445698,Locale non racchiuso,0
Vano,1445699,Locale non racchiuso,0
Vano,1445700,Locale non racchiuso,0
Vano,1445701,Locale non racchiuso,0
Vano,1445702,Locale non racchiuso,0
Vano,1445703,Locale non racchiuso,0
Vano,1445704,Locale non racchiuso,0
Vano,1445705,Locale non racchiuso,0
Vano,1445706,Locale non racchiuso,0
Vano,1445707,Locale non racchiuso,0
Vano,1445709,Locale non racchiuso,0
Vano,1445710,Locale non racchiuso,0
Vano,1445711,Locale non racchiuso,0
Vano,1445712,Locale non racchiuso,0
Vano,1445713,Locale non racchiuso,0
Vano,1445714,Locale non racchiuso,0
Vano,1445715,Locale non racchiuso,0
Vano,1445716,Locale non racchiuso,0
Vano,1445717,Locale non racchiuso,0
Vano,1445718,Locale non racchiuso,0
Vano,1445719,Locale non racchiuso,0
Vano,1445720,Locale non racchiuso,0
Vano,1445721,Locale non racchiuso,0
Vano,1445722,Locale non racchiuso,0
Vano,1445723,Locale non racchiuso,0
Vano,1445724,Locale non racchiuso,0
Vano,1445725,Locale non racchiuso,0
Vano,1445726,Locale non racchiuso,0
Vano,1445727,Locale non racchiuso,0
Vano,1445728,Locale non racchiuso,0
Vano,1445729,Locale non racchiuso,0
Vano,1445730,Locale non racchiuso,0
Vano,1445731,Locale non racchiuso,0
Vano,1445732,Locale non racchiuso,0
Vano,1445733,Locale non racchiuso,0
Vano,1445734,Locale non racchiuso,0
Vano,1445735,Locale non racchiuso,0
Vano,1445736,Locale non racchiuso,0
Vano,1445737,Locale non racchiuso,0
Vano,1445738,Locale non racchiuso,0
Vano,1445739,Locale non racchiuso,0
Vano,1445740,Locale non racchiuso,0
Vano,1445741,Locale non racchiuso,0
Vano,1445742,Locale non racchiuso,0
Vano,1445743,Locale non racchiuso,0
Vano,1445744,Locale non racchiuso,0
Vano,1445745,Locale non racchiuso,0
Vano,1445746,Locale non racchiuso,0
Vano,1445747,Locale non racchiuso,0
Vano,1445748,Locale non racchiuso,0
Vano,1445749,Locale non racchiuso,0
Vano,1445750,Locale non racchiuso,0
Vano,1445751,Locale non racchiuso,0
Vano,1445752,Locale non racchiuso,0
Vano,1445753,Locale non racchiuso,0
Vano,1445754,Locale non racchiuso,0
Vano,1445755,Locale non racchiuso,0
Vano,1445756,Locale non racchiuso,0
Vano,1445757,Locale non racchiuso,0
Vano,1445758,Locale non racchiuso,0
Vano,1445759,Locale non racchiuso,0
Vano,1445760,Locale non racchiuso,0
Vano,1445761,Locale non racchiuso,0
Vano,1445762,Locale non racchiuso,0
Vano,1445763,Locale non racchiuso,0
Vano,1445764,Locale non racchiuso,0
Vano,1445765,Locale non racchiuso,0
Vano,1445766,Locale non racchiuso,0
Vano,1445767,Locale non racchiuso,0
Vano,1445768,Locale non racchiuso,0
Vano,1445769,Locale non racchiuso,0
Vano,1445770,Locale non racchiuso,0
Vano,1445771,Locale non racchiuso,0
Vano,1445772,Locale non racchiuso,0
Vano,1445773,Locale non racchiuso,0
Vano,1445774,Locale non racchiuso,0
Vano,1445775,Locale non racchiuso,0
Vano,1445776,Locale non racchiuso,0
Vano,1445777,Locale non racchiuso,0
Vano,1445778,Locale non racchiuso,0
Vano,1445779,Locale non racchiuso,0
Vano,1445780,Locale non racchiuso,0
Vano,1445781,Locale non racchiuso,0
Vano,1445782,Locale non racchiuso,0
Vano,1445783,Locale non racchiuso,0
Vano,1445784,Locale non racchiuso,0
