Pilastri strutturali,816949,ST_LIV_PE_P00_-0.48m,AR_LIV_PE_P00_+0.00m,-0.0,2.9199999999999999,Elemento vincolato tra livelli di discipline diverse.,0
Pilastri strutturali,817333,ST_LIV_PE_P00_-0.48m,AR_LIV_PE_P00_+0.00m,0.0,1.24,Elemento vincolato tra livelli di discipline diverse.,0
Pilastri strutturali,817335,ST_LIV_PE_P00_-0.48m,AR_LIV_PE_P00_+0.00m,-0.0,1.24,Elemento vincolato tra livelli di discipline diverse.,0
Pilastri strutturali,817336,ST_LIV_PE_P00_-0.48m,AR_LIV_PE_P00_+0.00m,-0.0,2.9199999999999999,Elemento vincolato tra livelli di discipline diverse.,0
Pilastri strutturali,817338,ST_LIV_PE_P00_-0.48m,AR_LIV_PE_P00_+0.00m,-0.0,2.9199999999999999,Elemento vincolato tra livelli di discipline diverse.,0
Pilastri strutturali,817341,ST_LIV_PE_P00_-0.48m,AR_LIV_PE_P00_+0.00m,-0.0,1.24,Elemento vincolato tra livelli di discipline diverse.,0
Pilastri strutturali,817342,ST_LIV_PE_P00_-0.48m,AR_LIV_PE_P00_+0.00m,-0.0,2.9199999999999999,Elemento vincolato tra livelli di discipline diverse.,0
Pilastri strutturali,817344,ST_LIV_PE_P00_-0.48m,AR_LIV_PE_P00_+0.00m,-0.0,2.9199999999999999,Elemento vincolato tra livelli di discipline diverse.,0
Pilastri strutturali,859140,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859141,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859142,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859143,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859258,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859259,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859260,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859261,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859357,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859358,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859359,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859360,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859381,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859382,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859383,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859384,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859409,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859410,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859411,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859412,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859433,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859434,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859435,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859436,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859492,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859493,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859494,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859495,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859496,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859497,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859498,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859499,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859718,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.11,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859719,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.11,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859720,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.11,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859721,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.11,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859785,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859786,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859787,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859788,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859797,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859798,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859799,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859800,ST_LIV_PE_P00_-0.48m,ST_LIV_PE_P01_+5.08m,0.074999999999999997,-0.13,Correttamente vincolato tra livelli.,1
Pilastri strutturali,859922,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,859923,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,859983,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,859984,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,859992,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,859993,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860002,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860003,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860014,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860015,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860024,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860025,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860032,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860033,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860122,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860123,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860195,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,860196,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC1_+12.50m,-0.11,3.25,Offset base negativo.,0
Pilastri strutturali,877340,ST_LIV_PE_P01_+5.08m,ST_LIV_PE_PC1_+12.50m,-1.6000000000000001,0.59999999999999998,Offset base negativo.,0
Pilastri strutturali,877479,ST_LIV_PE_P01_+5.08m,ST_LIV_PE_PC1_+12.50m,-1.6000000000000001,0.59999999999999998,Offset base negativo.,0
Pilastri strutturali,878125,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878721,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878745,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878823,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878824,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878923,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878924,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878925,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878926,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878937,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878938,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878939,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878940,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878941,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878954,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878955,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878956,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878957,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878958,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878969,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878970,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878971,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878972,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878973,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
Pilastri strutturali,878986,ST_LIV_PE_PC1_+12.50m,ST_LIV_PE_PC2_+15.48m,-0.42999999999999999,1.0,Offset base negativo.,0
